model,threshold,net_benefit,treat_all_nb,advantage
MLP,0.0943,0.4026994880281326,0.4026994880281326,0.0
MLP,0.0992,0.3994117997916982,0.3994117997916982,0.0
MLP,0.1042,0.3960877187586504,0.3960877187586504,0.0
MLP,0.1092,0.3927266372952753,0.3927266372952753,0.0
MLP,0.1141,0.38932793416497946,0.38932793416497946,0.0
MLP,0.1191,0.385890974145494,0.385890974145494,0.0
MLP,0.124,0.3824151076330788,0.3824151076330788,0.0
MLP,0.129,0.37889967023320914,0.37889967023320914,0.0
MLP,0.1339,0.3804150375557132,0.3753439823372029,0.005071055218510312
MLP,0.1389,0.3823254147155425,0.37174734868422105,0.010578066031321443
MLP,0.1439,0.38188289662540953,0.36810905790804993,0.013773838717359599
MLP,0.1488,0.3873588090679416,0.36442838206804357,0.022930426999898057
MLP,0.1538,0.3845377439887997,0.36070457616357626,0.023833167825223434
MLP,0.1587,0.3847767455798622,0.35693687763132687,0.027839867948535324
MLP,0.1637,0.3720283590743767,0.3531245058246798,0.0189038532496969
MLP,0.1687,0.37943371120166103,0.3492666614744985,0.030167049727162554
MLP,0.1736,0.3771858757005638,0.3453625261304874,0.031823349570076376
MLP,0.1786,0.37491090520313614,0.3414112615823236,0.033499643620812536
MLP,0.1835,0.37629328671989415,0.33741200925969667,0.03888127746019748
MLP,0.1885,0.37789287308789854,0.33336388961035657,0.04452898347754197
MLP,0.1934,0.3797136698560834,0.3292660014552212,0.05044766840086218
MLP,0.1984,0.37770223706303196,0.3251174213195527,0.052584815743479285
MLP,0.2034,0.379850591409006,0.32091720273915747,0.05893338866984854
MLP,0.2083,0.3779174881368968,0.3166643755405173,0.0612531125963795
MLP,0.2133,0.35956657712902873,0.3123579450936993,0.047208632035329434
MLP,0.2182,0.3411908374347778,0.30799689153683896,0.03319394589793884
MLP,0.2232,0.33918323626845237,0.3035801689709231,0.03560306729752927
MLP,0.2282,0.3468413396753438,0.29910670462353983,0.047734635051803975
MLP,0.2331,0.32866283685955816,0.2945753979801899,0.03408743887936827
MLP,0.2381,0.32685454548741877,0.2899851198816823,0.03686942560573647
MLP,0.243,0.32502256646186994,0.2853347115860583,0.03968785487581167
MLP,0.248,0.3285722921692872,0.28062298379340855,0.04794930837587863
MLP,0.2529,0.3268361946559959,0.27584871563185753,0.05098747902413836
MLP,0.2579,0.3250768993727387,0.27101065360290033,0.05406624576983837
MLP,0.2629,0.32329393823865804,0.2661075104841784,0.05718642775447963
MLP,0.2678,0.32148683049447496,0.2611379641876751,0.060348866306799864
MLP,0.2728,0.31965508227030426,0.2561006565712056,0.06355442569909864
MLP,0.2777,0.3177981861356679,0.25099419220095553,0.06680399393471237
MLP,0.2827,0.3223762041575122,0.2458171370627007,0.07655906709481153
MLP,0.2876,0.32062649754301414,0.24056801721920645,0.08005848032380769
MLP,0.2926,0.3188522642736681,0.2352453174111681,0.08360694686249998
MLP,0.2976,0.31705298500291235,0.22984747959890092,0.08720550540401142
MLP,0.3025,0.31522812561722297,0.2243729014418329,0.09085522417539008
MLP,0.3075,0.31337713670750605,0.21881993471268207,0.09455720199482398
MLP,0.3124,0.3114994530176196,0.21318688364302288,0.09831256937459673
MLP,0.3174,0.30959449286886254,0.20747200319675158,0.10212248967211096
MLP,0.3224,0.315459927140255,0.20167349726775957,0.11378642987249543
MLP,0.3273,0.31367690275544996,0.19578951679790296,0.117887385957547
MLP,0.3323,0.31186740003218444,0.1898181578111267,0.12204924222105773
MLP,0.3372,0.31003082474376803,0.1837574593593525,0.12627336538441553
MLP,0.3422,0.30816656474865345,0.17760540137547431,0.13056116337317913
MLP,0.3471,0.306273989310184,0.17135990242852528,0.13491408688165873
MLP,0.3521,0.3132614658416789,0.1650188173757734,0.1482426484659055
MLP,0.3571,0.3115054069863363,0.15857993490618388,0.1529254720801524
MLP,0.362,0.30972205427628735,0.15204097496933783,0.15768107930694952
MLP,0.367,0.30791076639833914,0.14539958608352754,0.1625111803148116
MLP,0.3719,0.2896774391661585,0.13865334251635175,0.15102409664980676
MLP,0.3769,0.287808275206438,0.13179974133070982,0.15600853387572816
MLP,0.3818,0.28590912737678176,0.12483619928863687,0.16107292808814488
MLP,0.3868,0.28397926837213583,0.1177600496049353,0.16621921876720053
MLP,0.3918,0.28201794717316164,0.11056853854202991,0.17144940863113173
MLP,0.3967,0.28002438807176666,0.10325882183691504,0.17676556623485162
MLP,0.4017,0.27799778964818567,0.09582796095045126,0.1821698286977344
MLP,0.4066,0.2759373236967782,0.0882729191286239,0.1876644045681543
MLP,0.4116,0.2738421340975178,0.08059055726466907,0.19325157683284871
MLP,0.4166,0.27171133562994215,0.0727776295502251,0.19893370607971705
MLP,0.4215,0.25315057010316155,0.064830778902849,0.18831979120031256
MLP,0.4265,0.2509457755359395,0.05674653215636821,0.19419924337957128
MLP,0.4314,0.24870252903863582,0.04852129499958807,0.20018123403904775
MLP,0.4364,0.24641981585180156,0.04015134664786241,0.20626846920393915
MLP,0.4413,0.24409658519263777,0.03163283423092855,0.21246375096170922
MLP,0.4463,0.24173174864217314,0.022961766879224965,0.21876998176294818
MLP,0.4513,0.23932417844500792,0.014134009489619181,0.22519016895538874
MLP,0.4562,0.2342329333140797,0.00514527615008703,0.22908765716399268
MLP,0.4612,0.24604481351564178,-0.004008876798625549,0.25005369031426733
MLP,0.4661,0.244066956878511,-0.013333058087956429,0.2574000149664674
MLP,0.4711,0.2420520193574937,-0.02283204925846638,0.2648840686159601
MLP,0.4761,0.23999894829558152,-0.032510812836052394,0.27250976113163394
MLP,0.481,0.23790665081117812,-0.042374500976811336,0.28028115178798946
MLP,0.486,0.2357739918582183,-0.05242846461219347,0.28820245647041176
MLP,0.4909,0.23359979217292945,-0.06267826312855512,0.29627805530148454
MLP,0.4959,0.23138282609943187,-0.07312967461790082,0.3045125007173327
MLP,0.5008,0.2291218192857537,-0.08378870673952649,0.3129105260252802
MLP,0.5058,0.22681544624116,-0.09466160823546804,0.32147705447662805
MLP,0.5108,0.2244623277449583,-0.10575488114613335,0.33021720889109163
MLP,0.5157,0.2220610280961362,-0.11707529377629472,0.3391363218724309
MLP,0.5207,0.21961005219230678,-0.12862989446577616,0.34823994665808294
MLP,0.5256,0.21710784242547443,-0.1404260262237002,0.35753386864917464
MLP,0.5306,0.21455277538107562,-0.15247134229015175,0.36702411767122733
MLP,0.5355,0.21194315832559685,-0.1647738226945516,0.37671698102014844
MLP,0.5405,0.20927722546679936,-0.17734179188602545,0.3866190173528248
MLP,0.5455,0.20983242864806376,-0.19018393751761647,0.40001636616568026
MLP,0.5504,0.2074459935651907,-0.20330933047341831,0.41075532403860904
MLP,0.5554,0.18861289353092636,-0.21672744623564294,0.4053403397665693
MLP,0.5603,0.18611821326515268,-0.2304481876973981,0.4165664009625508
MLP,0.5653,0.22620288826282747,-0.2444819095365915,0.47068479779941896
MLP,0.5703,0.22446258102156086,-0.25883944427704103,0.4833020252986019
MLP,0.5752,0.22268164939760993,-0.27353213017463623,0.49621377957224616
MLP,0.5802,0.20446521151347308,-0.28857184107942085,0.49303705259289393
MLP,0.5851,0.20259864456081045,-0.30397101843888746,0.5065696629996979
MLP,0.5901,0.20068692490203588,-0.31974270562377777,0.5204296305258136
MLP,0.595,0.19872839409577525,-0.3359005847754278,0.5346289788712031
MLP,0.6,0.19672131147540983,-0.3524590163934425,0.5491803278688523
Hybrid Ensemble,0.01,0.453551912568306,0.453551912568306,0.0
Hybrid Ensemble,0.015,0.4508014913809259,0.4508014913809259,0.0
Hybrid Ensemble,0.0199,0.44802324290210177,0.44802324290210177,0.0
Hybrid Ensemble,0.0249,0.4452167426721142,0.4452167426721142,0.0
Hybrid Ensemble,0.0298,0.4423815575545442,0.4423815575545442,0.0
Hybrid Ensemble,0.0348,0.4395172455134262,0.4395172455134262,0.0
Hybrid Ensemble,0.0397,0.4366233553834964,0.4366233553834964,0.0
Hybrid Ensemble,0.0447,0.4336994266332876,0.4336994266332876,0.0
Hybrid Ensemble,0.0497,0.4307449891208076,0.4307449891208076,0.0
Hybrid Ensemble,0.0546,0.42775956284153005,0.42775956284153005,0.0
Hybrid Ensemble,0.0596,0.4247426576684133,0.4247426576684133,0.0
Hybrid Ensemble,0.0645,0.4216937730836519,0.4216937730836519,0.0
Hybrid Ensemble,0.0695,0.41861239790185256,0.41861239790185256,0.0
Hybrid Ensemble,0.0745,0.4154980099843121,0.4154980099843121,0.0
Hybrid Ensemble,0.0794,0.41235007594406325,0.41235007594406325,0.0
Hybrid Ensemble,0.0844,0.41218916251414267,0.4091680508413375,0.0030211116728051657
Hybrid Ensemble,0.0893,0.410775470193947,0.40595137786907937,0.004824092324867635
Hybrid Ensemble,0.0943,0.41123235248487355,0.4026994880281326,0.008532864456740952
Hybrid Ensemble,0.0992,0.41205519844492466,0.3994117997916982,0.012643398653226445
Hybrid Ensemble,0.1042,0.39304278288684524,0.3960877187586504,-0.0030449358718051545
Hybrid Ensemble,0.1092,0.3903946580975194,0.3927266372952753,-0.002331979197755907
Hybrid Ensemble,0.1141,0.39405220647464784,0.38932793416497946,0.004724272309668376
Hybrid Ensemble,0.1191,0.3938726712882528,0.385890974145494,0.007981697142758815
Hybrid Ensemble,0.124,0.3938766780317804,0.3824151076330788,0.011461570398701604
Hybrid Ensemble,0.129,0.3989229199781737,0.37889967023320914,0.020023249744964555
Hybrid Ensemble,0.1339,0.3995189814623345,0.3753439823372029,0.024174999125131602
Hybrid Ensemble,0.1389,0.40031068669438635,0.37174734868422105,0.028563338010165307
Hybrid Ensemble,0.1439,0.39854666692412155,0.36810905790804993,0.03043760901607162
Hybrid Ensemble,0.1488,0.39676209681987606,0.36442838206804357,0.0323337147518325
Hybrid Ensemble,0.1538,0.39495661516922526,0.36070457616357626,0.03425203900564899
Hybrid Ensemble,0.1587,0.39312985224449826,0.35693687763132687,0.03619297461317139
Hybrid Ensemble,0.1637,0.3912814295503663,0.3531245058246798,0.03815692372568652
Hybrid Ensemble,0.1687,0.3927367090159792,0.3492666614744985,0.043470047541480705
Hybrid Ensemble,0.1736,0.3944061586266449,0.3453625261304874,0.04904363249615751
Hybrid Ensemble,0.1786,0.39272986457590875,0.3414112615823236,0.05131860299358515
Hybrid Ensemble,0.1835,0.39103321207540037,0.33741200925969667,0.053621202815703706
Hybrid Ensemble,0.1885,0.39312347961302174,0.33336388961035657,0.059759590002665175
Hybrid Ensemble,0.1934,0.3915091600367563,0.3292660014552212,0.06224315858153506
Hybrid Ensemble,0.1984,0.389874870892402,0.3251174213195527,0.06475744957284935
Hybrid Ensemble,0.2034,0.38822023933042815,0.32091720273915747,0.06730303659127068
Hybrid Ensemble,0.2083,0.38654488316126684,0.3166643755405173,0.06988050762074954
Hybrid Ensemble,0.2133,0.36845496793805443,0.3123579450936993,0.05609702284435514
Hybrid Ensemble,0.2182,0.3503435345199768,0.30799689153683896,0.04234664298313784
Hybrid Ensemble,0.2232,0.353313802129516,0.3035801689709231,0.049733633158592916
Hybrid Ensemble,0.2282,0.35168708782137664,0.29910670462353983,0.05258038319783681
Hybrid Ensemble,0.2331,0.3550224004196262,0.2945753979801899,0.06044700243943629
Hybrid Ensemble,0.2381,0.35349230772012363,0.2899851198816823,0.06350718783844134
Hybrid Ensemble,0.243,0.3519421716215823,0.2853347115860583,0.06660746003552404
Hybrid Ensemble,0.248,0.35037159569069903,0.28062298379340855,0.06974861189729048
Hybrid Ensemble,0.2529,0.34878017297018205,0.27584871563185753,0.07293145733832451
Hybrid Ensemble,0.2579,0.3471674856271963,0.27101065360290033,0.07615683202429596
Hybrid Ensemble,0.2629,0.3455331045876223,0.2661075104841784,0.07942559410344391
Hybrid Ensemble,0.2678,0.34387658915545455,0.2611379641876751,0.08273862496777945
Hybrid Ensemble,0.2728,0.32580404399368057,0.2561006565712056,0.06970338742247495
Hybrid Ensemble,0.2777,0.32410188920359717,0.25099419220095553,0.07310769700264164
Hybrid Ensemble,0.2827,0.3223762041575122,0.2458171370627007,0.07655906709481153
Hybrid Ensemble,0.2876,0.32062649754301414,0.24056801721920645,0.08005848032380769
Hybrid Ensemble,0.2926,0.32563320597159096,0.2352453174111681,0.09038788856042285
Hybrid Ensemble,0.2976,0.32399749754363116,0.22984747959890092,0.09415001794473024
Hybrid Ensemble,0.3025,0.3223385344657318,0.2243729014418329,0.09796563302389891
Hybrid Ensemble,0.3075,0.32065581727508,0.21881993471268207,0.10183588256239795
Hybrid Ensemble,0.3124,0.318948832102456,0.21318688364302288,0.10576194845943312
Hybrid Ensemble,0.3174,0.31721705014904045,0.20747200319675158,0.10974504695228887
Hybrid Ensemble,0.3224,0.315459927140255,0.20167349726775957,0.11378642987249543
Hybrid Ensemble,0.3273,0.31367690275544996,0.19578951679790296,0.117887385957547
Hybrid Ensemble,0.3323,0.31186740003218444,0.1898181578111267,0.12204924222105773
Hybrid Ensemble,0.3372,0.3183720045644732,0.1837574593593525,0.13461454520512067
Hybrid Ensemble,0.3422,0.3003007279459192,0.17760540137547431,0.12269532657044491
Hybrid Ensemble,0.3471,0.30731427341536033,0.17135990242852528,0.13595437098683505
Hybrid Ensemble,0.3521,0.3057770406752992,0.1650188173757734,0.1407582232995258
Hybrid Ensemble,0.3571,0.3042160994705503,0.15857993490618388,0.1456361645643664
Hybrid Ensemble,0.362,0.3026308970616179,0.15204097496933783,0.15058992209228006
Hybrid Ensemble,0.367,0.3010208633923306,0.14539958608352754,0.15562127730880304
Hybrid Ensemble,0.3719,0.29938541040634853,0.13865334251635175,0.16073206788999678
Hybrid Ensemble,0.3769,0.2977239313310414,0.13179974133070982,0.1659241900003316
Hybrid Ensemble,0.3818,0.29603579992690254,0.12483619928863687,0.17119960063826567
Hybrid Ensemble,0.3868,0.29432036970055064,0.1177600496049353,0.17656032009561534
Hybrid Ensemble,0.3918,0.2925769730792402,0.11056853854202991,0.18200843453721027
Hybrid Ensemble,0.3967,0.2908049205446669,0.10325882183691504,0.18754609870775185
Hybrid Ensemble,0.4017,0.289003499723706,0.09582796095045126,0.19317553877325472
Hybrid Ensemble,0.4066,0.287171974433566,0.0882729191286239,0.19889905530494212
Hybrid Ensemble,0.4116,0.2853095836786679,0.08059055726466907,0.2047190264139988
Hybrid Ensemble,0.4166,0.2834155405963784,0.0727776295502251,0.21063791104615331
Hybrid Ensemble,0.4215,0.2814890313485297,0.064830778902849,0.2166582524456807
Hybrid Ensemble,0.4265,0.27952921395544345,0.05674653215636821,0.22278268179907523
Hybrid Ensemble,0.4314,0.2775352170689513,0.04852129499958807,0.22901392206936322
Hybrid Ensemble,0.4364,0.27550613868065416,0.04015134664786241,0.23535479203279175
Hybrid Ensemble,0.4413,0.27344104476139747,0.03163283423092855,0.24180821053046891
Hybrid Ensemble,0.4463,0.2713389678276511,0.022961766879224965,0.24837720094842614
Hybrid Ensemble,0.4513,0.26919890543017094,0.014134009489619181,0.25506489594055176
Hybrid Ensemble,0.4562,0.26701981855998136,0.00514527615008703,0.26187454240989433
Hybrid Ensemble,0.4612,0.2788316987615434,-0.004008876798625549,0.28284057556016895
Hybrid Ensemble,0.4661,0.2768538421244126,-0.013333058087956429,0.29018690021236904
Hybrid Ensemble,0.4711,0.27483890460339533,-0.02283204925846638,0.2976709538618617
Hybrid Ensemble,0.4761,0.2727858335414831,-0.032510812836052394,0.3052966463775355
Hybrid Ensemble,0.481,0.27069353605707974,-0.042374500976811336,0.3130680370338911
Hybrid Ensemble,0.486,0.2685608771041199,-0.05242846461219347,0.3209893417163134
Hybrid Ensemble,0.4909,0.26638667741883104,-0.06267826312855512,0.32906494054738616
Hybrid Ensemble,0.4959,0.2641697113453335,-0.07312967461790082,0.33729938596323433
Hybrid Ensemble,0.5008,0.2619087045316553,-0.08378870673952649,0.3456974112711818
Hybrid Ensemble,0.5058,0.25960233148706163,-0.09466160823546804,0.3542639397225297
Hybrid Ensemble,0.5108,0.2572492129908599,-0.10575488114613335,0.36300409413699325
Hybrid Ensemble,0.5157,0.2548479133420378,-0.11707529377629472,0.37192320711833254
Hybrid Ensemble,0.5207,0.2523969374382084,-0.12862989446577616,0.38102683190398456
Hybrid Ensemble,0.5256,0.24989472767137605,-0.1404260262237002,0.39032075389507626
Hybrid Ensemble,0.5306,0.23094621800402645,-0.15247134229015175,0.3834175602941782
Hybrid Ensemble,0.5355,0.2497486259702741,-0.1647738226945516,0.4145224486648257
Hybrid Ensemble,0.5405,0.24784438821399019,-0.17734179188602545,0.42518618010001563
Hybrid Ensemble,0.5455,0.24589860857284002,-0.19018393751761647,0.4360825460904565
Hybrid Ensemble,0.5504,0.24390991267044582,-0.20330933047341831,0.44721924314386413
Hybrid Ensemble,0.5554,0.2418768648276845,-0.21672744623564294,0.45860431106332744
Hybrid Ensemble,0.5603,0.23979796460620645,-0.2304481876973981,0.47024615230360456
Hybrid Ensemble,0.5653,0.23767164311541958,-0.2444819095365915,0.4821535526520111
Hybrid Ensemble,0.5703,0.2354962590638363,-0.25883944427704103,0.49433570334087734
Hybrid Ensemble,0.5752,0.23327009453389763,-0.27353213017463623,0.5068022247085339
Hybrid Ensemble,0.5802,0.23099135045741512,-0.28857184107942085,0.5195631915368359
Hybrid Ensemble,0.5851,0.22865814176658686,-0.30397101843888746,0.5326291602054744
Hybrid Ensemble,0.5901,0.22626849219311862,-0.31974270562377777,0.5460111978168964
Hybrid Ensemble,0.595,0.2238203286852929,-0.3359005847754278,0.5597209134607206
Hybrid Ensemble,0.6,0.2213114754098361,-0.3524590163934425,0.5737704918032787
